fraudulent,charge_time,amount,card_country,card_use_24h
False,2015-12-31T23:57:12Z,584,US,3
False,2015-12-31T23:57:12Z,1336,US,1
False,2015-12-31T23:57:12Z,6145,US,0
False,2015-12-31T23:57:12Z,9953,US,2
False,2015-12-31T23:57:12Z,-267,US,1
False,2015-12-31T23:57:11Z,2151,US,0
False,2015-12-31T23:57:11Z,1191,US,3
False,2015-12-31T23:57:11Z,4773,US,2
False,2015-12-31T23:57:11Z,10403,US,0
False,2015-12-31T23:57:11Z,24069,US,1
False,2015-12-31T23:57:11Z,-201,US,3
False,2015-12-31T23:57:11Z,4681,US,0
False,2015-12-31T23:57:11Z,4335,US,0
False,2015-12-31T23:57:11Z,1272,US,2
False,2015-12-31T23:57:11Z,10691,US,2
False,2015-12-31T23:57:11Z,842,US,2
False,2015-12-31T23:57:11Z,2470,US,0
False,2015-12-31T23:57:11Z,7018,US,0
False,2015-12-31T23:57:11Z,767,US,1
False,2015-12-31T23:57:11Z,15446,US,1
False,2015-12-31T23:57:11Z,6736,US,1
False,2015-12-31T23:57:11Z,3069,US,3
False,2015-12-31T23:57:11Z,4508,US,0
False,2015-12-31T23:57:11Z,2515,US,1
False,2015-12-31T23:57:11Z,1243,US,3
False,2015-12-31T23:57:11Z,5895,US,2
False,2015-12-31T23:57:10Z,4545,US,1
False,2015-12-31T23:57:10Z,614,US,3
False,2015-12-31T23:57:10Z,6765,US,0
False,2015-12-31T23:57:10Z,1072,US,4
False,2015-12-31T23:57:10Z,443,US,0
False,2015-12-31T23:57:10Z,32817,US,3
False,2015-12-31T23:57:10Z,2452,US,0
False,2015-12-31T23:57:10Z,59,US,5
False,2015-12-31T23:57:10Z,4194,US,1
False,2015-12-31T23:57:10Z,2769,US,0
False,2015-12-31T23:57:10Z,1033,US,2
False,2015-12-31T23:57:10Z,40244,US,1
False,2015-12-31T23:57:10Z,459,US,4
False,2015-12-31T23:57:10Z,7760,US,1
False,2015-12-31T23:57:10Z,60706,US,2
False,2015-12-31T23:57:10Z,140,US,3
False,2015-12-31T23:57:10Z,3828,US,2
False,2015-12-31T23:57:10Z,1949,US,2
False,2015-12-31T23:57:10Z,2285,US,0
False,2015-12-31T23:57:09Z,-428,US,0
False,2015-12-31T23:57:09Z,952,US,2
False,2015-12-31T23:57:09Z,-220,US,0
False,2015-12-31T23:57:09Z,1015,US,0
False,2015-12-31T23:57:09Z,2887,US,2
False,2015-12-31T23:57:09Z,3269,US,2
False,2015-12-31T23:57:09Z,763,US,0
False,2015-12-31T23:57:09Z,1498,US,3
False,2015-12-31T23:57:09Z,9858,US,0
False,2015-12-31T23:57:09Z,407,US,0
False,2015-12-31T23:57:09Z,2818,US,2
False,2015-12-31T23:57:09Z,2413,US,0
False,2015-12-31T23:57:09Z,455,US,5
False,2015-12-31T23:57:09Z,0,US,1
False,2015-12-31T23:57:09Z,1544,US,0
False,2015-12-31T23:57:09Z,3741,US,0
False,2015-12-31T23:57:08Z,4563,US,5
False,2015-12-31T23:57:08Z,2350,US,2
False,2015-12-31T23:57:08Z,1505,US,1
False,2015-12-31T23:57:08Z,795,US,1
False,2015-12-31T23:57:08Z,17465,US,2
False,2015-12-31T23:57:08Z,2636,US,1
False,2015-12-31T23:57:08Z,297,US,0
False,2015-12-31T23:57:08Z,2818,US,0
False,2015-12-31T23:57:08Z,1836,US,0
False,2015-12-31T23:57:08Z,3980,US,0
False,2015-12-31T23:57:08Z,2604,US,2
False,2015-12-31T23:57:08Z,3263,US,0
False,2015-12-31T23:57:08Z,1326,US,1
False,2015-12-31T23:57:08Z,306,US,4
False,2015-12-31T23:57:08Z,3670,US,0
False,2015-12-31T23:57:08Z,2104,US,1
False,2015-12-31T23:57:08Z,747,US,5
False,2015-12-31T23:57:08Z,376,US,0
False,2015-12-31T23:57:07Z,7190,US,0
False,2015-12-31T23:57:07Z,341,US,2
False,2015-12-31T23:57:07Z,1289,US,1
False,2015-12-31T23:57:07Z,1854,US,3
False,2015-12-31T23:57:07Z,10178,US,5
False,2015-12-31T23:57:07Z,7463,US,2
False,2015-12-31T23:57:07Z,3265,US,1
False,2015-12-31T23:57:07Z,813,US,1
False,2015-12-31T23:57:07Z,2213,US,0
False,2015-12-31T23:57:07Z,4834,US,0
False,2015-12-31T23:57:07Z,1298,US,3
False,2015-12-31T23:57:07Z,5963,US,0
False,2015-12-31T23:57:07Z,725,US,0
False,2015-12-31T23:57:07Z,986,US,0
False,2015-12-31T23:57:07Z,65534,US,1
False,2015-12-31T23:57:07Z,25773,US,0
False,2015-12-31T23:57:07Z,30167,US,1
False,2015-12-31T23:57:06Z,1151,US,4
False,2015-12-31T23:57:06Z,16104,US,2
False,2015-12-31T23:57:06Z,1526,US,1
False,2015-12-31T23:57:06Z,694,US,4
False,2015-12-31T23:57:06Z,-131,US,2
False,2015-12-31T23:57:06Z,2618,US,0
False,2015-12-31T23:57:06Z,1293,US,1
False,2015-12-31T23:57:06Z,607,US,6
False,2015-12-31T23:57:06Z,3352,US,0
False,2015-12-31T23:57:06Z,3192,US,1
False,2015-12-31T23:57:06Z,2924,US,2
False,2015-12-31T23:57:05Z,2464,US,0
True,2015-12-31T23:57:05Z,1411,AU,1
True,2015-12-31T23:57:05Z,4127,AU,1
False,2015-12-31T23:57:05Z,3940,US,1
False,2015-12-31T23:57:05Z,19385,US,3
False,2015-12-31T23:57:05Z,162,US,2
False,2015-12-31T23:57:05Z,1917,US,2
False,2015-12-31T23:57:05Z,220,US,1
False,2015-12-31T23:57:05Z,4028,US,0
False,2015-12-31T23:57:05Z,876,US,1
False,2015-12-31T23:57:05Z,18036,US,3
False,2015-12-31T23:57:05Z,10511,US,1
False,2015-12-31T23:57:05Z,3644,US,4
False,2015-12-31T23:57:05Z,396,US,0
False,2015-12-31T23:57:05Z,1481,US,5
False,2015-12-31T23:57:05Z,488,US,0
False,2015-12-31T23:57:05Z,5659,US,2
False,2015-12-31T23:57:04Z,8628,US,4
False,2015-12-31T23:57:04Z,1153,US,4
False,2015-12-31T23:57:04Z,39520,US,1
False,2015-12-31T23:57:04Z,2385,US,0
False,2015-12-31T23:57:04Z,1381,US,1
False,2015-12-31T23:57:04Z,1962,US,0
False,2015-12-31T23:57:04Z,2668,US,0
False,2015-12-31T23:57:04Z,9609,US,2
False,2015-12-31T23:57:04Z,56896,US,1
False,2015-12-31T23:57:04Z,1166,US,0
False,2015-12-31T23:57:04Z,953,US,0
False,2015-12-31T23:57:04Z,270,US,2
False,2015-12-31T23:57:04Z,186,US,1
False,2015-12-31T23:57:03Z,2834,US,1
False,2015-12-31T23:57:03Z,3202,US,0
False,2015-12-31T23:57:03Z,13079,US,1
False,2015-12-31T23:57:03Z,2508,US,2
False,2015-12-31T23:57:03Z,-160,GB,7
False,2015-12-31T23:57:03Z,356,US,1
False,2015-12-31T23:57:03Z,544,US,1
False,2015-12-31T23:57:03Z,3301,US,1
False,2015-12-31T23:57:03Z,502,US,2
False,2015-12-31T23:57:03Z,3669,US,0
False,2015-12-31T23:57:03Z,2822,US,0
False,2015-12-31T23:57:03Z,9282,US,0
False,2015-12-31T23:57:03Z,5656,US,1
False,2015-12-31T23:57:03Z,2329,US,1
False,2015-12-31T23:57:03Z,1239,US,2
False,2015-12-31T23:57:03Z,1387,US,2
False,2015-12-31T23:57:03Z,186,US,0
False,2015-12-31T23:57:02Z,1035,US,3
False,2015-12-31T23:57:02Z,1734,US,0
False,2015-12-31T23:57:02Z,3927,US,2
False,2015-12-31T23:57:02Z,389,US,5
False,2015-12-31T23:57:02Z,872,US,0
False,2015-12-31T23:57:02Z,17629,US,0
False,2015-12-31T23:57:02Z,2007,US,0
False,2015-12-31T23:57:02Z,6430,US,0
False,2015-12-31T23:57:02Z,4794,US,1
False,2015-12-31T23:57:02Z,1075,US,4
False,2015-12-31T23:57:02Z,2492,US,0
False,2015-12-31T23:57:02Z,9690,US,2
False,2015-12-31T23:57:02Z,-125,US,2
False,2015-12-31T23:57:02Z,3014,US,1
False,2015-12-31T23:57:01Z,603,US,3
False,2015-12-31T23:57:01Z,3908,US,1
False,2015-12-31T23:57:01Z,365,US,1
False,2015-12-31T23:57:01Z,2917,US,3
False,2015-12-31T23:57:01Z,2753,US,0
False,2015-12-31T23:57:01Z,5927,US,8
False,2015-12-31T23:57:01Z,551,US,1
False,2015-12-31T23:57:01Z,5645,US,3
False,2015-12-31T23:57:01Z,45,US,1
False,2015-12-31T23:57:01Z,1124,US,4
False,2015-12-31T23:57:01Z,4046,US,0
False,2015-12-31T23:57:01Z,2995,US,0
False,2015-12-31T23:57:01Z,208,US,3
False,2015-12-31T23:57:01Z,2001,US,0
False,2015-12-31T23:57:01Z,3027,US,0
False,2015-12-31T23:57:01Z,1033,US,3
False,2015-12-31T23:57:01Z,3159,US,2
True,2015-12-31T23:57:01Z,171,AU,0
False,2015-12-31T23:57:01Z,1474,US,2
False,2015-12-31T23:57:01Z,1388,US,5
False,2015-12-31T23:57:01Z,356,US,2
False,2015-12-31T23:57:00Z,510,US,1
False,2015-12-31T23:57:00Z,20419,US,1
False,2015-12-31T23:57:00Z,241,US,5
False,2015-12-31T23:57:00Z,39170,US,0
False,2015-12-31T23:57:00Z,1677,US,1
False,2015-12-31T23:57:00Z,1739,US,1
False,2015-12-31T23:57:00Z,10065,US,2
False,2015-12-31T23:57:00Z,2521,US,1
False,2015-12-31T23:57:00Z,837,US,0
False,2015-12-31T23:57:00Z,3588,US,0
False,2015-12-31T23:57:00Z,5293,US,1
False,2015-12-31T23:57:00Z,2034,US,5
False,2015-12-31T23:57:00Z,453,US,3
False,2015-12-31T23:57:00Z,3298,US,1
False,2015-12-31T23:57:00Z,8578,US,2
False,2015-12-31T23:57:00Z,4860,US,1
False,2015-12-31T23:56:59Z,1354,US,1
False,2015-12-31T23:56:59Z,4964,US,4
False,2015-12-31T23:56:59Z,912,US,4
False,2015-12-31T23:56:59Z,6622,US,0
False,2015-12-31T23:56:59Z,12101,US,1
False,2015-12-31T23:56:59Z,1013,US,0
False,2015-12-31T23:56:59Z,1226,US,1
False,2015-12-31T23:56:59Z,4768,US,1
False,2015-12-31T23:56:59Z,4801,US,1
False,2015-12-31T23:56:59Z,12943,US,0
False,2015-12-31T23:56:59Z,304,US,3
False,2015-12-31T23:56:59Z,2744,US,1
False,2015-12-31T23:56:59Z,12234,GB,0
False,2015-12-31T23:56:59Z,954,US,0
False,2015-12-31T23:56:59Z,3066,US,3
False,2015-12-31T23:56:59Z,2545,US,0
False,2015-12-31T23:56:59Z,2465,US,0
False,2015-12-31T23:56:59Z,50358,US,1
False,2015-12-31T23:56:59Z,1447,US,3
False,2015-12-31T23:56:59Z,8513,US,0
False,2015-12-31T23:56:59Z,952,US,1
False,2015-12-31T23:56:59Z,1563,US,2
False,2015-12-31T23:56:59Z,660,US,1
False,2015-12-31T23:56:59Z,4555,US,2
False,2015-12-31T23:56:58Z,162,US,0
False,2015-12-31T23:56:58Z,1686,US,0
False,2015-12-31T23:56:58Z,4742,US,0
False,2015-12-31T23:56:58Z,499619,US,8
False,2015-12-31T23:56:58Z,2869,US,2
False,2015-12-31T23:56:58Z,120,US,3
False,2015-12-31T23:56:58Z,4408,US,1
False,2015-12-31T23:56:58Z,3632,GB,1
False,2015-12-31T23:56:58Z,1897,US,1
False,2015-12-31T23:56:58Z,2046,US,0
False,2015-12-31T23:56:58Z,4458,US,3
False,2015-12-31T23:56:58Z,1452,US,5
False,2015-12-31T23:56:57Z,3307,US,1
False,2015-12-31T23:56:57Z,2202,US,1
False,2015-12-31T23:56:57Z,9624,US,2
False,2015-12-31T23:56:57Z,1503,US,0
False,2015-12-31T23:56:57Z,4250,GB,0
False,2015-12-31T23:56:57Z,1322,US,0
False,2015-12-31T23:56:57Z,2514,US,2
False,2015-12-31T23:56:57Z,514,US,7
False,2015-12-31T23:56:57Z,3483,US,3
False,2015-12-31T23:56:57Z,1181,US,7
False,2015-12-31T23:56:57Z,2542,US,1
False,2015-12-31T23:56:57Z,1566,US,1
False,2015-12-31T23:56:57Z,2968,US,2
False,2015-12-31T23:56:57Z,1047,US,0
False,2015-12-31T23:56:57Z,2657,US,0
False,2015-12-31T23:56:57Z,45327,US,1
False,2015-12-31T23:56:57Z,412,US,4
False,2015-12-31T23:56:56Z,1147,US,0
False,2015-12-31T23:56:56Z,1676,US,2
False,2015-12-31T23:56:56Z,1129,US,7
False,2015-12-31T23:56:56Z,226,US,1
False,2015-12-31T23:56:56Z,10526,US,0
False,2015-12-31T23:56:56Z,3045,US,2
False,2015-12-31T23:56:56Z,-231,US,0
False,2015-12-31T23:56:56Z,9500,US,0
False,2015-12-31T23:56:56Z,2141,US,0
False,2015-12-31T23:56:56Z,42091,US,3
False,2015-12-31T23:56:56Z,-245,US,3
False,2015-12-31T23:56:56Z,59661,US,2
False,2015-12-31T23:56:56Z,943,US,2
False,2015-12-31T23:56:56Z,12434,US,1
False,2015-12-31T23:56:55Z,3857,US,0
False,2015-12-31T23:56:55Z,2672,US,1
False,2015-12-31T23:56:55Z,3064,US,1
False,2015-12-31T23:56:55Z,3762,US,3
False,2015-12-31T23:56:55Z,3116,US,1
False,2015-12-31T23:56:55Z,5128,US,2
False,2015-12-31T23:56:55Z,-82,US,0
False,2015-12-31T23:56:55Z,-200,US,0
False,2015-12-31T23:56:55Z,6891,US,2
False,2015-12-31T23:56:55Z,3935,US,3
False,2015-12-31T23:56:55Z,1882,US,2
False,2015-12-31T23:56:55Z,1125,US,1
False,2015-12-31T23:56:55Z,909,US,3
False,2015-12-31T23:56:55Z,356,US,1
False,2015-12-31T23:56:55Z,18067,GB,0
False,2015-12-31T23:56:55Z,2560,US,0
False,2015-12-31T23:56:55Z,5216,US,1
False,2015-12-31T23:56:55Z,1521,US,3
False,2015-12-31T23:56:55Z,5917,US,0
False,2015-12-31T23:56:55Z,3637,US,1
False,2015-12-31T23:56:55Z,36295,US,1
False,2015-12-31T23:56:55Z,8825,US,0
False,2015-12-31T23:56:55Z,1236,US,0
False,2015-12-31T23:56:55Z,395,US,9
False,2015-12-31T23:56:55Z,2873,US,0
False,2015-12-31T23:56:54Z,49987,US,2
False,2015-12-31T23:56:54Z,1288,US,1
False,2015-12-31T23:56:54Z,12150,US,0
False,2015-12-31T23:56:54Z,2848,US,2
False,2015-12-31T23:56:54Z,10422,US,1
False,2015-12-31T23:56:54Z,1209,US,1
False,2015-12-31T23:56:54Z,2996,US,0
False,2015-12-31T23:56:54Z,580,US,1
False,2015-12-31T23:56:54Z,4306,US,1
False,2015-12-31T23:56:54Z,5285,US,1
False,2015-12-31T23:56:54Z,1341,US,1
False,2015-12-31T23:56:54Z,14521,US,0
False,2015-12-31T23:56:54Z,968,US,1
False,2015-12-31T23:56:54Z,24046,US,3
False,2015-12-31T23:56:54Z,16470,US,2
False,2015-12-31T23:56:54Z,1510,US,1
False,2015-12-31T23:56:53Z,8544,US,2
False,2015-12-31T23:56:53Z,10044,US,1
False,2015-12-31T23:56:53Z,893,US,0
False,2015-12-31T23:56:53Z,21707,US,0
False,2015-12-31T23:56:53Z,2931,US,0
False,2015-12-31T23:56:53Z,4577,US,1
False,2015-12-31T23:56:53Z,462,US,8
False,2015-12-31T23:56:53Z,1449,US,0
False,2015-12-31T23:56:53Z,2433,US,0
False,2015-12-31T23:56:53Z,452,US,2
False,2015-12-31T23:56:53Z,2468,US,2
False,2015-12-31T23:56:53Z,2053,US,1
False,2015-12-31T23:56:53Z,1800,US,0
False,2015-12-31T23:56:53Z,1263,US,4
False,2015-12-31T23:56:52Z,1444,US,0
False,2015-12-31T23:56:52Z,2250,US,2
False,2015-12-31T23:56:52Z,544,US,0
False,2015-12-31T23:56:52Z,906,US,2
False,2015-12-31T23:56:52Z,2175,US,0
False,2015-12-31T23:56:52Z,2511,US,6
False,2015-12-31T23:56:52Z,2763,US,4
False,2015-12-31T23:56:52Z,717,US,2
False,2015-12-31T23:56:52Z,27604,US,2
False,2015-12-31T23:56:52Z,2550,US,1
False,2015-12-31T23:56:52Z,1437,US,1
False,2015-12-31T23:56:52Z,1959,US,1
False,2015-12-31T23:56:52Z,556,US,2
False,2015-12-31T23:56:52Z,2005,US,0
False,2015-12-31T23:56:52Z,369,US,1
False,2015-12-31T23:56:52Z,12209,US,0
False,2015-12-31T23:56:52Z,3075,US,2
False,2015-12-31T23:56:52Z,442,US,2
False,2015-12-31T23:56:52Z,391,US,4
False,2015-12-31T23:56:52Z,108,US,2
False,2015-12-31T23:56:52Z,9632,US,0
False,2015-12-31T23:56:51Z,205,US,1
False,2015-12-31T23:56:51Z,90223,US,0
False,2015-12-31T23:56:51Z,4648,US,1
False,2015-12-31T23:56:51Z,1592,US,0
False,2015-12-31T23:56:51Z,2537,US,0
False,2015-12-31T23:56:51Z,126,US,3
False,2015-12-31T23:56:51Z,9367,US,4
False,2015-12-31T23:56:51Z,7743,US,0
False,2015-12-31T23:56:51Z,2497,US,2
False,2015-12-31T23:56:51Z,387,US,0
False,2015-12-31T23:56:51Z,1743,US,1
False,2015-12-31T23:56:51Z,2965,US,0
False,2015-12-31T23:56:51Z,1211,US,1
False,2015-12-31T23:56:51Z,2850,US,1
False,2015-12-31T23:56:51Z,4460,US,0
False,2015-12-31T23:56:50Z,4604,US,1
False,2015-12-31T23:56:50Z,2595,US,2
False,2015-12-31T23:56:50Z,5013,US,0
False,2015-12-31T23:56:50Z,566,US,3
False,2015-12-31T23:56:50Z,9598,US,2
False,2015-12-31T23:56:50Z,3235,US,2
False,2015-12-31T23:56:50Z,1852,US,0
False,2015-12-31T23:56:50Z,3809,GB,1
False,2015-12-31T23:56:50Z,375,US,1
False,2015-12-31T23:56:50Z,2094,US,1
False,2015-12-31T23:56:50Z,6052,US,0
False,2015-12-31T23:56:50Z,668,US,0
False,2015-12-31T23:56:50Z,843,US,4
False,2015-12-31T23:56:50Z,984,US,8
False,2015-12-31T23:56:50Z,2187,US,1
False,2015-12-31T23:56:50Z,2295,US,1
False,2015-12-31T23:56:50Z,2560,US,0
False,2015-12-31T23:56:50Z,2866,US,0
False,2015-12-31T23:56:49Z,180,US,3
False,2015-12-31T23:56:49Z,2603,US,7
False,2015-12-31T23:56:49Z,3922,US,1
False,2015-12-31T23:56:49Z,1230,US,0
False,2015-12-31T23:56:49Z,4645,US,1
False,2015-12-31T23:56:49Z,126,US,4
False,2015-12-31T23:56:49Z,857,US,3
False,2015-12-31T23:56:49Z,1414,US,0
False,2015-12-31T23:56:49Z,4053,US,0
False,2015-12-31T23:56:49Z,1861,US,1
False,2015-12-31T23:56:49Z,908,US,4
False,2015-12-31T23:56:49Z,2655,US,0
False,2015-12-31T23:56:49Z,1824,US,4
False,2015-12-31T23:56:49Z,24066,US,1
False,2015-12-31T23:56:49Z,2265,US,3
False,2015-12-31T23:56:49Z,778,US,1
False,2015-12-31T23:56:49Z,5408,US,4
False,2015-12-31T23:56:49Z,1455,US,0
False,2015-12-31T23:56:48Z,1331,US,1
False,2015-12-31T23:56:48Z,12707,US,1
False,2015-12-31T23:56:48Z,9178,US,0
False,2015-12-31T23:56:48Z,25392,US,2
False,2015-12-31T23:56:48Z,4211,US,0
False,2015-12-31T23:56:48Z,151,US,1
False,2015-12-31T23:56:48Z,23252,US,2
False,2015-12-31T23:56:48Z,1673,US,3
False,2015-12-31T23:56:48Z,2758,US,8
False,2015-12-31T23:56:48Z,471,US,3
False,2015-12-31T23:56:48Z,1987,US,1
False,2015-12-31T23:56:48Z,162,US,0
False,2015-12-31T23:56:48Z,6573,US,0
False,2015-12-31T23:56:48Z,2592,US,2
False,2015-12-31T23:56:48Z,15241,US,2
False,2015-12-31T23:56:48Z,319,US,0
False,2015-12-31T23:56:48Z,927,US,4
False,2015-12-31T23:56:48Z,2531,US,3
False,2015-12-31T23:56:48Z,2574,US,0
False,2015-12-31T23:56:47Z,41876,US,1
False,2015-12-31T23:56:47Z,11731,US,2
False,2015-12-31T23:56:47Z,806,US,5
False,2015-12-31T23:56:47Z,4583,US,3
False,2015-12-31T23:56:47Z,954,US,1
False,2015-12-31T23:56:47Z,15618,US,1
False,2015-12-31T23:56:47Z,2445,US,1
False,2015-12-31T23:56:47Z,1037,US,1
False,2015-12-31T23:56:47Z,10311,US,0
False,2015-12-31T23:56:47Z,9648,US,3
False,2015-12-31T23:56:47Z,343,US,0
False,2015-12-31T23:56:47Z,542,US,1
False,2015-12-31T23:56:46Z,2003,US,1
False,2015-12-31T23:56:46Z,-243,US,2
False,2015-12-31T23:56:46Z,407,US,4
False,2015-12-31T23:56:46Z,4936,US,0
False,2015-12-31T23:56:46Z,4632,US,1
False,2015-12-31T23:56:46Z,7739,US,1
False,2015-12-31T23:56:46Z,868,US,0
False,2015-12-31T23:56:46Z,854,US,0
False,2015-12-31T23:56:46Z,2921,US,1
False,2015-12-31T23:56:46Z,5143,US,2
False,2015-12-31T23:56:46Z,48,US,2
False,2015-12-31T23:56:46Z,926,US,1
False,2015-12-31T23:56:46Z,264,US,0
False,2015-12-31T23:56:46Z,6708,US,1
False,2015-12-31T23:56:46Z,5866,US,2
False,2015-12-31T23:56:46Z,1789,US,0
False,2015-12-31T23:56:46Z,3580,US,0
False,2015-12-31T23:56:46Z,18511,US,0
False,2015-12-31T23:56:46Z,353,GB,2
False,2015-12-31T23:56:46Z,1575,US,0
False,2015-12-31T23:56:46Z,1351,US,0
False,2015-12-31T23:56:46Z,913,US,0
False,2015-12-31T23:56:45Z,6220,US,1
False,2015-12-31T23:56:45Z,2955,US,1
False,2015-12-31T23:56:45Z,3883,US,2
False,2015-12-31T23:56:45Z,2072,US,2
False,2015-12-31T23:56:45Z,21870,US,0
False,2015-12-31T23:56:45Z,715,US,2
False,2015-12-31T23:56:45Z,2988,US,3
False,2015-12-31T23:56:45Z,3298,US,0
False,2015-12-31T23:56:45Z,1622,US,2
False,2015-12-31T23:56:45Z,525,US,2
False,2015-12-31T23:56:45Z,16211,US,3
False,2015-12-31T23:56:44Z,1010,US,2
False,2015-12-31T23:56:44Z,1598,US,1
False,2015-12-31T23:56:44Z,3893,US,2
False,2015-12-31T23:56:44Z,1429,US,0
False,2015-12-31T23:56:44Z,2872,US,0
False,2015-12-31T23:56:44Z,5399,US,2
False,2015-12-31T23:56:44Z,1334,US,3
False,2015-12-31T23:56:44Z,419,US,1
False,2015-12-31T23:56:44Z,10274,US,3
False,2015-12-31T23:56:44Z,2061,US,0
False,2015-12-31T23:56:44Z,496,US,0
False,2015-12-31T23:56:44Z,5462,US,1
False,2015-12-31T23:56:44Z,10099,US,0
False,2015-12-31T23:56:44Z,2387,US,0
False,2015-12-31T23:56:44Z,5440,US,5
False,2015-12-31T23:56:44Z,3843,US,0
True,2015-12-31T23:56:44Z,855,AU,0
False,2015-12-31T23:56:44Z,12694,US,10
False,2015-12-31T23:56:44Z,13057,US,0
False,2015-12-31T23:56:44Z,383,US,1
False,2015-12-31T23:56:44Z,1945,US,0
False,2015-12-31T23:56:44Z,12053,US,0
False,2015-12-31T23:56:44Z,638,US,2
False,2015-12-31T23:56:44Z,18608,US,1
False,2015-12-31T23:56:44Z,9350,US,2
False,2015-12-31T23:56:44Z,2948,US,0
False,2015-12-31T23:56:43Z,693,US,0
False,2015-12-31T23:56:43Z,1519,US,1
False,2015-12-31T23:56:43Z,2816,US,2
False,2015-12-31T23:56:43Z,1521,US,4
False,2015-12-31T23:56:43Z,1067,US,0
False,2015-12-31T23:56:43Z,2846,US,1
False,2015-12-31T23:56:43Z,3474,US,0
False,2015-12-31T23:56:43Z,78174,US,1
False,2015-12-31T23:56:43Z,5283,US,2
False,2015-12-31T23:56:43Z,633,US,5
False,2015-12-31T23:56:43Z,1459,US,1
False,2015-12-31T23:56:43Z,7459,US,1
False,2015-12-31T23:56:43Z,960,US,0
False,2015-12-31T23:56:43Z,4111,US,2
False,2015-12-31T23:56:43Z,9936,US,1
False,2015-12-31T23:56:42Z,4666,US,0
False,2015-12-31T23:56:42Z,1671,US,3
True,2015-12-31T23:56:42Z,5903,AU,2
False,2015-12-31T23:56:42Z,698,US,0
False,2015-12-31T23:56:42Z,1888,US,1
False,2015-12-31T23:56:42Z,11483,US,1
False,2015-12-31T23:56:42Z,10133,US,2
False,2015-12-31T23:56:42Z,1137,US,2
False,2015-12-31T23:56:42Z,2263,US,1
False,2015-12-31T23:56:42Z,5145,US,1
False,2015-12-31T23:56:42Z,3576,US,3
True,2015-12-31T23:56:42Z,54,AU,1
False,2015-12-31T23:56:42Z,1173,US,5
False,2015-12-31T23:56:42Z,6577,US,0
False,2015-12-31T23:56:42Z,1625,US,1
False,2015-12-31T23:56:42Z,2828,US,1
False,2015-12-31T23:56:42Z,3446,US,2
False,2015-12-31T23:56:42Z,744,US,2
False,2015-12-31T23:56:42Z,2843,US,0
False,2015-12-31T23:56:41Z,719,US,1
False,2015-12-31T23:56:41Z,1622,US,5
False,2015-12-31T23:56:41Z,23772,US,0
False,2015-12-31T23:56:41Z,1665,US,1
False,2015-12-31T23:56:41Z,1877,US,1
False,2015-12-31T23:56:41Z,3104,US,0
False,2015-12-31T23:56:41Z,16088,US,2
False,2015-12-31T23:56:41Z,1860,US,2
False,2015-12-31T23:56:41Z,1089,US,1
False,2015-12-31T23:56:41Z,1997,US,0
False,2015-12-31T23:56:41Z,746,US,1
False,2015-12-31T23:56:41Z,10102,US,4
False,2015-12-31T23:56:41Z,5195,US,1
False,2015-12-31T23:56:40Z,1989,US,0
False,2015-12-31T23:56:40Z,105,US,1
False,2015-12-31T23:56:40Z,5111,US,1
False,2015-12-31T23:56:40Z,2813,US,0
False,2015-12-31T23:56:40Z,1630,US,2
False,2015-12-31T23:56:40Z,977,US,5
False,2015-12-31T23:56:40Z,1165,US,1
False,2015-12-31T23:56:40Z,32255,US,2
False,2015-12-31T23:56:40Z,1586,US,5
False,2015-12-31T23:56:40Z,5364,US,2
False,2015-12-31T23:56:40Z,2563,US,1
False,2015-12-31T23:56:40Z,5762,US,0
False,2015-12-31T23:56:40Z,2950,US,2
False,2015-12-31T23:56:40Z,3204,US,2
False,2015-12-31T23:56:40Z,2911,US,1
False,2015-12-31T23:56:40Z,1502,US,0
False,2015-12-31T23:56:40Z,1571,US,1
False,2015-12-31T23:56:40Z,2315,US,0
False,2015-12-31T23:56:40Z,5613,US,1
False,2015-12-31T23:56:40Z,9603,US,1
False,2015-12-31T23:56:40Z,2932,US,1
False,2015-12-31T23:56:40Z,2879,US,3
False,2015-12-31T23:56:40Z,10172,US,4
False,2015-12-31T23:56:40Z,3891,US,0
False,2015-12-31T23:56:39Z,2816,US,1
False,2015-12-31T23:56:39Z,4667,US,1
False,2015-12-31T23:56:39Z,677,US,2
False,2015-12-31T23:56:39Z,1019,US,0
False,2015-12-31T23:56:39Z,2152,US,1
False,2015-12-31T23:56:39Z,415,US,3
False,2015-12-31T23:56:39Z,109,US,1
False,2015-12-31T23:56:39Z,1106,US,2
False,2015-12-31T23:56:39Z,801,US,3
False,2015-12-31T23:56:39Z,590,US,2
False,2015-12-31T23:56:39Z,38848,US,1
False,2015-12-31T23:56:39Z,1249,US,1
False,2015-12-31T23:56:39Z,2868,US,1
False,2015-12-31T23:56:39Z,2395,US,1
False,2015-12-31T23:56:39Z,2214,US,2
False,2015-12-31T23:56:39Z,49510,US,1
False,2015-12-31T23:56:39Z,10492,US,2
False,2015-12-31T23:56:39Z,2716,US,2
False,2015-12-31T23:56:39Z,12121,GB,1
False,2015-12-31T23:56:38Z,1638,US,1
False,2015-12-31T23:56:38Z,1497,US,0
False,2015-12-31T23:56:38Z,2555,US,0
False,2015-12-31T23:56:38Z,2603,US,1
False,2015-12-31T23:56:38Z,1326,US,0
False,2015-12-31T23:56:38Z,705,US,1
False,2015-12-31T23:56:38Z,9362,US,2
False,2015-12-31T23:56:38Z,14334,US,0
